______________________________________________________
			Unix cache=1gb
______________________________________________________
"TATP","SQLite","SQLite","unix","loading","10000","140","ms","","1",""
"TATP","SQLite","SQLite","unix","evaluation","10000","53059.9","tps","","1",""
"TATP","SQLite","SQLite","unix","evaluation","10000","52929.7","tps","","1",""
"TATP","SQLite","SQLite","unix","evaluation","10000","52692.3","tps","","1",""
"TATP","SQLite","SQLite","unix","loading","100000","1452","ms","","1",""
"TATP","SQLite","SQLite","unix","evaluation","100000","47212.2","tps","","1",""
"TATP","SQLite","SQLite","unix","evaluation","100000","48370.3","tps","","1",""
"TATP","SQLite","SQLite","unix","evaluation","100000","48542.3","tps","","1",""
"TATP","SQLite","SQLite","unix","loading","1000000","15301","ms","","1",""
"TATP","SQLite","SQLite","unix","evaluation","1000000","39244.7","tps","","1",""
"TATP","SQLite","SQLite","unix","evaluation","1000000","43051.5","tps","","1",""
"TATP","SQLite","SQLite","unix","evaluation","1000000","42766.4","tps","","1",""
"TATP","SQLite","SQLite","unix","loading","10000000","157848","ms","","1",""
"TATP","SQLite","SQLite","unix","evaluation","10000000","38236.6","tps","","1",""
"TATP","SQLite","SQLite","unix","evaluation","10000000","38165.2","tps","","1",""
"TATP","SQLite","SQLite","unix","evaluation","10000000","38339.1","tps","","1",""
"SSB","SQLite","SQLite","unix","evaluation","1","0.597027","s","q1.1","1","0"
"SSB","SQLite","SQLite","unix","evaluation","1","0.53997","s","q1.2","1","0"
"SSB","SQLite","SQLite","unix","evaluation","1","0.505202","s","q1.3","1","0"
"SSB","SQLite","SQLite","unix","evaluation","1","3.31573","s","q2.1","1","0"
"SSB","SQLite","SQLite","unix","evaluation","1","3.24954","s","q2.2","1","0"
"SSB","SQLite","SQLite","unix","evaluation","1","3.1727","s","q2.3","1","0"
"SSB","SQLite","SQLite","unix","evaluation","1","1.56356","s","q3.1","1","0"
"SSB","SQLite","SQLite","unix","evaluation","1","1.07808","s","q3.2","1","0"
"SSB","SQLite","SQLite","unix","evaluation","1","1.09294","s","q3.3","1","0"
"SSB","SQLite","SQLite","unix","evaluation","1","1.09188","s","q3.4","1","0"
"SSB","SQLite","SQLite","unix","evaluation","1","1.57871","s","q4.1","1","0"
"SSB","SQLite","SQLite","unix","evaluation","1","1.15915","s","q4.2","1","0"
"SSB","SQLite","SQLite","unix","evaluation","1","1.09396","s","q4.3","1","0"
"SSB","SQLite","SQLite","unix","evaluation","1","0.593641","s","q1.1","1","0"
"SSB","SQLite","SQLite","unix","evaluation","1","0.538283","s","q1.2","1","0"
"SSB","SQLite","SQLite","unix","evaluation","1","0.505165","s","q1.3","1","0"
"SSB","SQLite","SQLite","unix","evaluation","1","3.37368","s","q2.1","1","0"
"SSB","SQLite","SQLite","unix","evaluation","1","3.27217","s","q2.2","1","0"
"SSB","SQLite","SQLite","unix","evaluation","1","3.18264","s","q2.3","1","0"
"SSB","SQLite","SQLite","unix","evaluation","1","1.56818","s","q3.1","1","0"
"SSB","SQLite","SQLite","unix","evaluation","1","1.07228","s","q3.2","1","0"
"SSB","SQLite","SQLite","unix","evaluation","1","1.10275","s","q3.3","1","0"
"SSB","SQLite","SQLite","unix","evaluation","1","1.10296","s","q3.4","1","0"
"SSB","SQLite","SQLite","unix","evaluation","1","1.5991","s","q4.1","1","0"
"SSB","SQLite","SQLite","unix","evaluation","1","1.16549","s","q4.2","1","0"
"SSB","SQLite","SQLite","unix","evaluation","1","1.10019","s","q4.3","1","0"
